Subject Name,Course Link,Discipline,SME Name,Institute
Principles of Physical Metallurgy,https://nptel.ac.in/courses/113/105/113105024/,Metallurgy and Material Science,Prof. R.N. Ghosh,IIT Kharagpur
Processing of Semiconducting Materials,https://nptel.ac.in/courses/113/105/113105025/,Metallurgy and Material Science,Dr. Pallab Banerji,IIT Kharagpur
Science and Technology of Polymers,https://nptel.ac.in/courses/113/105/113105028/,Metallurgy and Material Science,Prof. B. Adhikari,IIT Kharagpur
Steel Making,https://nptel.ac.in/courses/113/104/113104013/,Metallurgy and Material Science,Prof. Satish Ch. Koria Prof. Dipak Mazumdar,IIT Kanpur
Steel Making,https://nptel.ac.in/courses/113/104/113104059/,Metallurgy and Material Science,Prof. Satish Ch. Koria ,IIT Kanpur
Structure of Materials,https://nptel.ac.in/courses/113/104/113104014/,Metallurgy and Material Science,Dr. Anandh Subramaniam,IIT Kanpur
An Introduction to Underground Mine Environment and Ventilation,https://nptel.ac.in/courses/123/106/123106002/,Mining Engineering,Dr. Harsha Vardhan,IIT Madras
Fundamentals of Environmental Pollution and Control,https://nptel.ac.in/courses/123/105/123105001/,Mining Engineering,Prof. J. Bhattacharyya,IIT Kharagpur
NOC:Drilling and Blasting Technology,https://nptel.ac.in/courses/123/105/123105003/,Mining Engineering,Prof. Kaushik Dey,IIT Kharagpur
NOC:Network Analysis for Mines and Mineral Engineering,https://nptel.ac.in/courses/123/105/123105004/,Mining Engineering,Prof. Kaushik Dey,IIT Kharagpur
Basic course in Biomedical Research,https://nptel.ac.in/courses/127/106/127106134/,Multidisciplinary,Dr. Manoj V Murhekar,IIT Madras
NOC:(TALE 2: Course Design and Instruction of Engineering Courses),https://nptel.ac.in/courses/127/108/127108016/,Multidisciplinary,Prof K Rajani KanthProf. N.J. Rao,IISc Bangalore
NOC:Accreditation and Outcome based Learning,https://nptel.ac.in/courses/127/105/127105017/,Multidisciplinary,Prof. Shyamal Kumar Das MandalProf. AK Ray (Retd.),IIT Kharagpur
"NOC:Current regulatory requirements for
conducting clinical trials in India for
investigational new drugs/new drug (Version
2.0)",https://nptel.ac.in/courses/127/106/127106137/,Multidisciplinary,Prof. Nandini K KumarProf. Y. K. GuptaProf. D. K. SableProf. Arun B. RamtekeProf. Rubina BoseProf. Sucheta Banerjee KurundkarProf. Vishnu Rao,IIT Madras
NOC:Current regulatory requirements for conducting clinical trials in India,https://nptel.ac.in/courses/127/106/127106009/,Multidisciplinary,Prof. Nandini K KumarProf. Sucheta Banerjee KurundkarProf. A. B. Ramteke,IIT Madras
NOC:Designing Learner-Centric MOOCs,https://nptel.ac.in/courses/127/101/127101010/,Multidisciplinary,Dr.Sameer SahasrabudheProf.Sahana MurthyProf.Sridhar IyerDr.Jayakrishnan M.,IIT Bombay
NOC:Designing learner-centric e-learning in STEM disciplines,https://nptel.ac.in/courses/127/101/127101013/,Multidisciplinary,Prof.Sahana Murthy,IIT Bombay
NOC:Ecology and Environment,https://nptel.ac.in/courses/127/106/127106004/,Multidisciplinary,Dr. Abhijit P. Deshpande,IIT Madras
NOC:Entrepreneurship Essentials,https://nptel.ac.in/courses/127/105/127105007/,Multidisciplinary,Prof. Manoj Kumar Mondal,IIT Kharagpur
NOC:Fuzzy Logic and Neural Networks,https://nptel.ac.in/courses/127/105/127105006/,Multidisciplinary,Prof. Dilip Kumar Pratihar ,IIT Kharagpur
NOC:Game Theory,https://nptel.ac.in/courses/110/101/110101133/,Multidisciplinary,Prof.K.S. Mallikarjuna Rao,IIT Bombay
NOC:Health Research Fundamentals,https://nptel.ac.in/courses/109/106/109106095/,Multidisciplinary,Dr. Prabhdeep KaurDr. Tarun BhatnagarDr. R RamakrishnanDr. P GaneshKumarDr. Manoj V MurhekarDr. P. ManickamDr. Sanjay Mehendale,IIT Madras
NOC:Introduction To Learning Analytics,https://nptel.ac.in/courses/127/101/127101012/,Multidisciplinary,Prof. Ramkumar Rajendran,IIT Bombay
NOC:Introduction to Environmental Engineering and Science - Fundamental and Sustainability Concepts,https://nptel.ac.in/courses/127/105/127105018/,Multidisciplinary,Prof. Brajesh Kumar Dubey,IIT Kharagpur
NOC:Manage TB,https://nptel.ac.in/courses/127/106/127106003/,Multidisciplinary,Dr. M S JawaharDr.V.V.Banu RekhaProf. Mohan Natrajan,IIT Madras
NOC:NBA Accreditation and Teaching - Learning in Engineering (NATE),https://nptel.ac.in/courses/127/108/127108135/,Multidisciplinary,Prof. N J RaoProf. K. Rajanikanth,IISc Bangalore
NOC:Neuroscience of Human Movement,https://nptel.ac.in/courses/127/106/127106001/,Multidisciplinary,Prof. Varadhan,IIT Madras
NOC:Numerical Methods for Engineers,https://nptel.ac.in/courses/127/106/127106019/,Multidisciplinary,Dr. Niket S.Kaisare,IIT Madras
NOC:Qualitative Research Methods and Research Writing,https://nptel.ac.in/courses/109/105/109105115/,Multidisciplinary,Prof. Aradhna Malik,IIT Kharagpur
"NOC:Regulatory requirements for medical devices
including in vitro diagnostics in India (Version
2.0)",https://nptel.ac.in/courses/127/106/127106136/,Multidisciplinary,Prof. Malay MitraProf. Aseem SahuProf. Arun B.Ramteke,IIT Madras
NOC:Regulatory requirements for medical devices and IVDs in India,https://nptel.ac.in/courses/127/106/127106010/,Multidisciplinary,Prof. A. B. RamtekeProf. Malay Mitra,IIT Madras
NOC:Roadmap for patent creation,https://nptel.ac.in/courses/127/105/127105008/,Multidisciplinary,Prof. Gouri Gargate,IIT Kharagpur
"NOC:Sustainable and Affordable Sanitation Solutions For Small Towns: Policy, Planning and Practice",https://nptel.ac.in/courses/127/101/127101014/,Multidisciplinary,Prof. N.C Narayanan,IIT Bombay
NOC:Teaching And Learning in Engineering (TALE),https://nptel.ac.in/courses/127/108/127108005/,Multidisciplinary,Prof. N.J. Rao,IISc Bangalore
NOC:Teaching And Learning in General Programs: TALG,https://nptel.ac.in/courses/127/108/127108015/,Multidisciplinary,Prof. N.J. Rao,IISc Bangalore
NOC:Thermodynamics,https://nptel.ac.in/courses/127/106/127106135/,Multidisciplinary,Prof. Anand T. N. C,IIT Madras
"Nano structured materials-synthesis, properties, self assembly and applications",https://nptel.ac.in/courses/118/102/118102003/,Nanotechnology,Prof. A.K. Ganguli,IIT Delhi
Nanobiotechnology,https://nptel.ac.in/courses/118/106/118106019/,Nanotechnology,Dr. K. Uma Maheswari,IIT Madras
Nanobiotechnology,https://nptel.ac.in/courses/118/107/118107015/,Nanotechnology,Dr. Naveen kr. NavaniDr. R. P. Singh ,IIT Roorkee
Nanophotonics,https://nptel.ac.in/courses/118/106/118106021/,Nanotechnology,Dr. R. Ganapathy,IIT Madras
Nanostructures and Nanomaterials: Characterization and Properties,https://nptel.ac.in/courses/118/104/118104008/,Nanotechnology,Dr. Anandh SubramaniamDr. Kantesh Balani,IIT Kanpur
Advanced Marine Structures,https://nptel.ac.in/courses/114/106/114106037/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
Applied Thermodynamics for Marine Systems,https://nptel.ac.in/courses/114/105/114105029/,Ocean Engineering,Prof. P.K. Das,IIT Kharagpur
Coastal Engineering,https://nptel.ac.in/courses/114/106/114106032/,Ocean Engineering,Prof. V. Sundar,IIT Madras
Design of Offshore Structures,https://nptel.ac.in/courses/114/106/114106011/,Ocean Engineering,Dr. S. Nallayarasu,IIT Madras
Dynamics of Ocean Structures,https://nptel.ac.in/courses/114/106/114106036/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
Elements of Ocean Engineering,https://nptel.ac.in/courses/114/105/114105002/,Ocean Engineering,Dr. Ashoke Bhar ,IIT Kharagpur
Foundation for Offshore Structures,https://nptel.ac.in/courses/114/106/114106015/,Ocean Engineering,Dr. S. Nallayarasu,IIT Madras
"Health,Safety and Environmental Management in Petroleum and Offshore Engineering",https://nptel.ac.in/courses/114/106/114106017/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
Hydrostatics and Stability,https://nptel.ac.in/courses/114/105/114105003/,Ocean Engineering,Dr. Hari V. Warrior,IIT Kharagpur
Marine Construction and Welding,https://nptel.ac.in/courses/114/105/114105004/,Ocean Engineering,Prof. N.R. Mandal,IIT Kharagpur
Marine Hydrodynamics,https://nptel.ac.in/courses/114/105/114105005/,Ocean Engineering,Dr. T. Sahoo,IIT Kharagpur
NOC:Computer Methods Of Structural Analysis Of Offshore Structures,https://nptel.ac.in/courses/114/106/114106045/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:Dynamics of Ocean Structures,https://nptel.ac.in/courses/114/106/114106038/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:HSE for offshore and petroleum engineers-Practices,https://nptel.ac.in/courses/114/106/114106042/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
"NOC:Health, Safety and Environmental Management in Offshore and Petroleum Engineering",https://nptel.ac.in/courses/114/106/114106039/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:Offshore Structures Under Special Loads Including Fire Resistance,https://nptel.ac.in/courses/114/106/114106043/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:Risk and Reliability of offshore structures,https://nptel.ac.in/courses/114/106/114106041/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:Structural Health Monitoring,https://nptel.ac.in/courses/114/106/114106046/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
NOC:Water Economics and Governance,https://nptel.ac.in/courses/114/105/114105044/,Ocean Engineering,Prof. Manoj Kumar Tiwari,IIT Kharagpur
Ocean Structures and Materials,https://nptel.ac.in/courses/114/106/114106035/,Ocean Engineering,Dr. Srinivasan Chandrasekaran,IIT Madras
Performance of Marine Vehicles at Sea,https://nptel.ac.in/courses/114/105/114105030/,Ocean Engineering,Prof. Debabrata SenProf. S.C. Misra,IIT Kharagpur
Port and Harbour Structures,https://nptel.ac.in/courses/114/106/114106025/,Ocean Engineering,Prof. R. Sundaravadivelu,IIT Madras
Seakeeping & Manoeuvring,https://nptel.ac.in/courses/114/105/114105006/,Ocean Engineering,Prof. Debabrata Sen,IIT Kharagpur
Ship Resistance and Propulsion,https://nptel.ac.in/courses/114/106/114106026/,Ocean Engineering,Dr. P. KrishnankuttyProf. V. Anantha Subramanian,IIT Madras
Strength and Vibration of Marine Structures,https://nptel.ac.in/courses/114/105/114105031/,Ocean Engineering,Prof. S.K. SatsangiProf. A.H. Sheikh,IIT Kharagpur
Wave Hydrodynamics,https://nptel.ac.in/courses/114/106/114106033/,Ocean Engineering,Prof. V. Sundar,IIT Madras
"Wave simulation, measurement and analysis",https://nptel.ac.in/courses/114/106/114106028/,Ocean Engineering,Prof. S.A. Sannasiraj,IIT Madras
Advanced Statistical Mechanics,https://nptel.ac.in/courses/115/103/115103028/,Physics,Dr. S.B. Santra,IIT Guwahati
Astrophysics & Cosmology,https://nptel.ac.in/courses/115/105/115105046/,Physics,Prof. S. Bharadwaj,IIT Kharagpur
Atomic and Molecular Physics,https://nptel.ac.in/courses/115/101/115101003/,Physics,Prof. T. Kundu,IIT Bombay
Characterization of Materials,https://nptel.ac.in/courses/115/103/115103030/,Physics,Dr. A. Perumal,IIT Guwahati
Classical Field Theory,https://nptel.ac.in/courses/115/106/115106058/,Physics,Prof. Suresh Govindarajan,IIT Madras
Condensed Matter Physics,https://nptel.ac.in/courses/115/106/115106061/,Physics,Prof. G. Rangarajan,IIT Madras
Electrodynamics,https://nptel.ac.in/courses/115/101/115101004/,Physics,Prof. Amol Dighe,IIT Bombay
Electromagnetic Theory,https://nptel.ac.in/courses/115/101/115101005/,Physics,Prof. D.K. Ghosh,IIT Bombay
Electronics,https://nptel.ac.in/courses/115/102/115102014/,Physics,Prof. D.C. Dube,IIT Delhi
Fundamental concepts of semiconductors,https://nptel.ac.in/courses/115/102/115102025/,Physics,Dr. G. Vijaya Prakash,IIT Delhi
Ideas and methods in condensed matter theory,https://nptel.ac.in/courses/115/101/115101009/,Physics,Dr. Kedar Damle,IIT Bombay
Introduction to Physics of Nanoparticles and Nanostructures,https://nptel.ac.in/courses/115/101/115101007/,Physics,Prof. G. Mukhopadhyay,IIT Bombay
Mathematical Physics - 1,https://nptel.ac.in/courses/115/103/115103036/,Physics,Dr. Saurabh Basu,IIT Guwahati
"NOC: Mechanics, heat oscillations and waves",https://nptel.ac.in/courses/115/106/115106090/,Physics,Prof. V. Balakrishnan,IIT Madras
NOC:A brief course on Superconductivity,https://nptel.ac.in/courses/115/103/115103108/,Physics,Dr. Saurabh Basu,IIT Guwahati
NOC:Advanced Condensed Matter Physics,https://nptel.ac.in/courses/115/103/115103102/,Physics,Dr. Saurabh Basu,IIT Guwahati
NOC:Advanced Quantum Mechanics with Applications,https://nptel.ac.in/courses/115/103/115103104/,Physics,Dr. Saurabh Basu,IIT Guwahati
NOC:Atomic and Molecular Physics,https://nptel.ac.in/courses/115/105/115105100/,Physics,Prof. Amal Kumar Das,IIT Kharagpur
NOC:Classical mechanics: from newtonian to lagrangian formulation,https://nptel.ac.in/courses/115/105/115105098/,Physics,Prof. Debamalya Banerjee,IIT Kharagpur
NOC:Computational Physics,https://nptel.ac.in/courses/115/106/115106118/,Physics,Prof. Prasenjit GhoshProf. Apratim Chatterji,IIT Madras
NOC:Computational Science and Engineering Using Python,https://nptel.ac.in/courses/115/104/115104095/,Physics,Prof. Mahendra Verma,IIT Kanpur
NOC:Control System Design,https://nptel.ac.in/courses/115/108/115108104/,Physics,Prof. G R Jayanth,IISc Bangalore
NOC:Electromagnetism,https://nptel.ac.in/courses/115/106/115106122/,Physics,Prof. Nirmal Ganguli,IIT Madras
NOC:Electronic Theory of Solids,https://nptel.ac.in/courses/115/105/115105122/,Physics,Prof. Arghya Taraphder,IIT Kharagpur
NOC:Engineering Mechanics,https://nptel.ac.in/courses/115/104/115104094/,Physics,Prof. Manoj K Harbola,IIT Kanpur
NOC:Experimental Physics - II,https://nptel.ac.in/courses/115/105/115105120/,Physics,Prof. Amal Kumar Das,IIT Kharagpur
NOC:Experimental Physics I,https://nptel.ac.in/courses/115/105/115105110/,Physics,Prof. Amal Kumar Das,IIT Kharagpur
NOC:Experimental Physics III,https://nptel.ac.in/courses/115/105/115105121/,Physics,Prof. Amal Kumar Das,IIT Kharagpur
NOC:Fiber Optics,https://nptel.ac.in/courses/115/107/115107095/,Physics,Prof. Vipul Rastogi,IIT Roorkee
NOC:Group Theory methods in Physics,https://nptel.ac.in/courses/115/101/115101122/,Physics,Prof. Ramadevi,IIT Bombay
NOC:Introduction To Statistical Mechanics,https://nptel.ac.in/courses/115/103/115103113/,Physics,Prof.Girish S. Setlur,IIT Guwahati
NOC:Introduction to Atmospheric and Space Sciences,https://nptel.ac.in/courses/115/107/115107121/,Physics,Prof. M V Sunil Krishna,IIT Roorkee
NOC:Introduction to Electromagnetic Theory,https://nptel.ac.in/courses/115/104/115104088/,Physics,Prof. Manoj K Harbola,IIT Kanpur
NOC:Introduction to Non-linear Optics and its Applications,https://nptel.ac.in/courses/115/105/115105105/,Physics,Prof. Samudra Roy,IIT Kharagpur
NOC:Introduction to Solid State Physics,https://nptel.ac.in/courses/115/104/115104109/,Physics,Prof. Satyajit BanerjeeProf. Manoj K Harbola,IIT Kanpur
NOC:Introductory Quantum Mechanics,https://nptel.ac.in/courses/115/104/115104096/,Physics,Prof. Manoj K Harbola,IIT Kanpur
NOC:Mathematics methods in Physics-I,https://nptel.ac.in/courses/115/105/115105097/,Physics,Prof. Samudra Roy,IIT Kharagpur
NOC:Modern Optics,https://nptel.ac.in/courses/115/105/115105104/,Physics,Prof. Partha Roy Choudhuri,IIT Kharagpur
NOC:Nuclear and Particle Physics,https://nptel.ac.in/courses/115/103/115103101/,Physics,Dr. P. Poulose,IIT Guwahati
NOC:Numerical Methods And Simulation Techniques For Scientists And Engineers,https://nptel.ac.in/courses/115/103/115103114/,Physics,Dr. Saurabh Basu,IIT Guwahati
NOC:Optical Sensors,https://nptel.ac.in/courses/115/107/115107122/,Physics,Prof. Sachin Kumar Srivastava,IIT Roorkee
NOC:Path Integral and functional methods in quantum field theory,https://nptel.ac.in/courses/115/101/115101117/,Physics,Prof. Urjit A. Yajnik,IIT Bombay
NOC:Physics of Biological Systems,https://nptel.ac.in/courses/115/101/115101121/,Physics,Prof. Mithun Mitra,IIT Bombay
NOC:Physics of Turbulence,https://nptel.ac.in/courses/115/104/115104112/,Physics,Prof. Mahendra Verma,IIT Kanpur
NOC:Physics through Computational Thinking,https://nptel.ac.in/courses/115/106/115106121/,Physics,Prof. Auditya SharmaProf. Ambar Jain,IIT Madras
NOC:Quantum Information and Computing,https://nptel.ac.in/courses/115/101/115101092/,Physics,Prof.Dipan Ghosh,IIT Bombay
NOC:Quantum Mechanics I,https://nptel.ac.in/courses/115/101/115101107/,Physics,Prof. Ramadevi,IIT Bombay
NOC:Semiconductor Optoelectronics,https://nptel.ac.in/courses/115/102/115102103/,Physics,Prof. M. R. Shenoy,IIT Delhi
"NOC:Solar Photovoltaics Fundamentals, Technology And Applications",https://nptel.ac.in/courses/115/107/115107116/,Physics,Prof. Soumitra SataPathi,IIT Roorkee
NOC:Solid state physics,https://nptel.ac.in/courses/115/105/115105099/,Physics,Prof. Amal Kumar Das,IIT Kharagpur
NOC:Statistical Mechanics,https://nptel.ac.in/courses/115/106/115106111/,Physics,Prof. Ashwin Joy,IIT Madras
NOC:Theoretical Mechanics,https://nptel.ac.in/courses/115/103/115103115/,Physics,Dr. Charudatt Y. Kadolkar,IIT Guwahati
NOC:Theory of groups for physics applications,https://nptel.ac.in/courses/115/101/115101104/,Physics,Prof. Urjit A. Yajnik,IIT Bombay
NOC:Upstream LNG Technology,https://nptel.ac.in/courses/115/105/115105106/,Physics,Prof. Pavitra Sandilya,IIT Kharagpur
NOC:Waves and Oscillations,https://nptel.ac.in/courses/115/106/115106119/,Physics,Prof. M. S. Santhanam,IIT Madras
NUCLEAR REACTORS AND SAFETY- AN INTRODUCTION,https://nptel.ac.in/courses/115/106/115106087/,Physics,Dr.G.Vaidyanathan,IIT Madras
NonLinear Optics,https://nptel.ac.in/courses/115/101/115101008/,Physics,Prof. B.P. SinghProf. K.C. Rustagi,IIT Bombay
Nonequilibrium Statistical Mechanics,https://nptel.ac.in/courses/115/106/115106091/,Physics,Prof. V. Balakrishnan,IIT Madras
Nuclear Physics: Fundamentals and Applications,https://nptel.ac.in/courses/115/104/115104043/,Physics,Prof. H.C. Verma,IIT Kanpur
